Date,Average air temp (°C),RH (%),Average wind dirn (deg),Average wind speed (km/h),Total daily precipitation (mm)
DATETIME,TEMP,RH,WD,WS,PRECIP
6/03/2019 12:00,22.3,53,285,3.5,0
7/03/2019 12:00,22.9,58,345,6.4,0
8/03/2019 12:00,22.6,70,349,9.1,0.3
9/03/2019 12:00,18.9,66,68,4.6,10.2
10/03/2019 12:00,19.1,72,180,5.9,0.5
11/03/2019 12:00,22.3,60,266,3.6,0
12/03/2019 12:00,20.2,66,262,5.9,0
13/03/2019 12:00,21.3,86,305,6.4,0
14/03/2019 12:00,24.1,73,285,4.2,0.8
15/03/2019 12:00,21.6,79,280,3.3,0
16/03/2019 12:00,23.6,63,293,4.1,0
17/03/2019 12:00,25,56,92,5.4,0
18/03/2019 12:00,22.7,75,320,5.6,1
19/03/2019 12:00,21.2,67,162,3.6,1.8
20/03/2019 12:00,20.8,65,147,3.4,0
21/03/2019 12:00,24,51,84,4.3,0
22/03/2019 12:00,21.7,65,212,2.4,0
23/03/2019 12:00,20.4,72,248,3.8,0
24/03/2019 12:00,23,58,314,5.1,0
25/03/2019 12:00,21.2,67,303,4.5,0
26/03/2019 12:00,21.6,58,344,8.8,0
27/03/2019 12:00,19.8,69,339,10.4,0
28/03/2019 12:00,16.6,96,90,5.9,11.3
29/03/2019 12:00,20.2,68,86,7.4,4.6
30/03/2019 12:00,21.1,67,87,4.9,0
31/03/2019 12:00,20.9,73,29,6.2,0
1/04/2019 12:00,18.1,97,347,8.8,2.8
2/04/2019 12:00,18,61,202,9,11.4
3/04/2019 12:00,15.7,65,107,5,1.3
4/04/2019 12:00,18.1,57,183,4.2,0
5/04/2019 12:00,15.6,75,98,2.9,0
6/04/2019 12:00,17.6,56,109,6,0
7/04/2019 12:00,15.6,67,192,3.6,0.3
8/04/2019 12:00,16.1,58,189,4,0
9/04/2019 12:00,17.3,64,221,6.2,1.1
